serviceCode,serviceCodeCategoryID,serviceCodeCategory,serviceName,BusinessUnitCategory
169-252,169,VISITING CONSULTANT FEE,DR.VENKATESH KUMAR (ANY OTHER ROOMS VISITING CONSULTATION),
169-253,169,VISITING CONSULTANT FEE,DR.VENKATESH KUMAR (ALL ICUS VISITING CONSULTATION),
169-256,169,VISITING CONSULTANT FEE, DR.RAVI KUMAR ALURI (ALL ICUS VISITING CONSULTATION),
169-257,169,VISITING CONSULTANT FEE,DR.SIDHARTH RAOUTH (GENERAL WARD VISITING CONSULTATION),
169-258,169,VISITING CONSULTANT FEE,DR.SIDHARTH RAOUTH (ANY OTHER ROOMS VISITING CONSULTATION),
169-259,169,VISITING CONSULTANT FEE,DR.SIDHARTH RAOUTH (ALL ICUS VISITING CONSULTATION),
169-260,169,VISITING CONSULTANT FEE,DR.SURYA RAMACHANDRA VARMA (GENERAL WARD VISITING CONSULTATION),
169-261,169,VISITING CONSULTANT FEE,DR.SURYA RAMACHANDRA VARMA (ANY OTHER ROOMS VISITING CONSULTATION),
169-262,169,VISITING CONSULTANT FEE,DR.SURYA RAMACHANDRA VARMA (ALL ICUS VISITING CONSULTATION),
169-266,169,VISITING CONSULTANT FEE,DR.B G K RAJU (GENERAL WARD VISITING CONSULTATION),
169-267,169,VISITING CONSULTANT FEE,DR.B G K RAJU (ANY OTHER ROOMS VISITING CONSULTATION),
169-268,169,VISITING CONSULTANT FEE,DR.B G K RAJU (ALL ICUS VISITING CONSULTATION),
169-269,169,VISITING CONSULTANT FEE,DR.SANJAY JOSEPH (GENERAL WARD VISITING CONSULTATION),
169-270,169,VISITING CONSULTANT FEE,DR.SANJAY JOSEPH (ANY OTHER ROOMS VISITING CONSULTATION),
169-271,169,VISITING CONSULTANT FEE,DR.SANJAY JOSEPH (ALL ICUS VISITING CONSULTATION),
169-272,169,VISITING CONSULTANT FEE,DR.RAM DAS J(GENERAL WARD VISTING CONSULTATION),
169-273,169,VISITING CONSULTANT FEE,DR.RAM DAS J(ANY OTHER ROOMS VISTING CONSULTATION),
169-274,169,VISITING CONSULTANT FEE,DR.RAM DAS J(ALL  ICUS VISTING CONSULTATION),
169-278,169,VISITING CONSULTANT FEE,DR.NAGESWARA  RAO(GENERAL WARD VISTING CONSULTATION),
169-279,169,VISITING CONSULTANT FEE,DR.NAGESWARA  RAO(ANY OTHER ROOMS VISTING CONSULTATION),
169-280,169,VISITING CONSULTANT FEE,DR.NAGESWARA  RAO(ALL  ICUS VISTING CONSULTATION),
169-281,169,VISITING CONSULTANT FEE,DR.MURALI KRISHNA CH. V(GENERAL WARD VISTING CONSULTATION),
169-282,169,VISITING CONSULTANT FEE,DR.MURALI KRISHNA CH. V(ANY OTHER ROOMS VISTING CONSULTATION),
169-283,169,VISITING CONSULTANT FEE,DR.MURALI KRISHNA CH. V(ALL  ICUS VISTING CONSULTATION),
169-284,169,VISITING CONSULTANT FEE,DR. N UPENDRA KUMAR(GENERAL WARD VISITING CONSULTATION),
169-285,169,VISITING CONSULTANT FEE,DR. N UPENDRA KUMAR(ALL  ICUS  VISITING CONSULTATION),
169-286,169,VISITING CONSULTANT FEE,DR. N UPENDRA KUMAR(GENERAL WARD VISITING CONSULATION),
169-287,169,VISITING CONSULTANT FEE,DR. N UPENDRA KUMAR(ANY OTHER ROOMS VISITING CONSULTATION),
169-295,169,VISITING CONSULTANT FEE,DR.M.GRANDHITAGORE(GENERAL WARD VISITING CONSULTATION),
169-296,169,VISITING CONSULTANT FEE,DR.M.GRANDHITAGORE(ALL  ICUS  VISITING CONSULTATION),
169-297,169,VISITING CONSULTANT FEE,DR.M.GRANDHITAGORE(ANY OTHER ROOMS VISITING CONSULTATION),
169-298,169,VISITING CONSULTANT FEE,Dr.S.RAMESH KUMAR(GENERAL WARD VISITING CONSULTATION),
169-299,169,VISITING CONSULTANT FEE,Dr.S.RAMESH KUMAR(ALL  ICUS  VISITING CONSULTATION),
169-300,169,VISITING CONSULTANT FEE,Dr.S.RAMESH KUMAR(ANY OTHER ROOMS VISITING CONSULTATION),
169-304,169,VISITING CONSULTANT FEE,DR.ALLA GOPALA KRISHNA GOKHALE(GENERAL WARD VISITING CONSULTATION),
169-305,169,VISITING CONSULTANT FEE,DR.ALLA GOPALA KRISHNA GOKHALE(ALL  ICU'S  VISITING CONSULTATION),
169-306,169,VISITING CONSULTANT FEE,DR.ALLA GOPALA KRISHNA GOKHALE(ANY OTHER ROOMS VISITING CONSULTATION),
169-317,169,VISITING CONSULTANT FEE,MRS.SUMAN SAYANI (ALL ICU'S VISITING CONSULTATION),
169-318,169,VISITING CONSULTANT FEE,MRS.SUMAN SAYANI (ANY OTHER ROOMS VISITING CONSULTATION),
169-319,169,VISITING CONSULTANT FEE,MRS.SUMAN SAYANI (GENERAL WARD VISITING CONSULTATION),
169-323,169,VISITING CONSULTANT FEE,DR.AMARENDRA SINGH(GENERAL WARD VISITING CONSULTATION),
169-324,169,VISITING CONSULTANT FEE,DR.AMARENDRA SINGH(ANY OTHER ROOMS VISITING CONSULTATION),
169-325,169,VISITING CONSULTANT FEE,DR.AMARENDRA SINGH(ALL ICU'S VISITING CONSULTATION),
169-326,169,VISITING CONSULTANT FEE,DR.SANTOSHINI GOWRISHETTY(GENERAL WARD VISITING CONSULTATION),
169-327,169,VISITING CONSULTANT FEE,DR.SANTOSHINI GOWRISHETTY(SHARING / SEMIPRIVATE VISITING CONSULTATION),
169-328,169,VISITING CONSULTANT FEE,DR.SANTOSHINI GOWRISHETTY(SINGLE ROOM VISITING CONSULTATION),
169-329,169,VISITING CONSULTANT FEE,DR.SANTOSHINI GOWRISHETTY(DELUXE ROOM / BMT VISITING CONSULTATION),
169-330,169,VISITING CONSULTANT FEE,DR.SANTOSHINI GOWRISHETTY(ALL ICU'S VISITING CONSULTATION),
169-331,169,VISITING CONSULTANT FEE,DR.SANTOSHINI GOWRISHETTY(ANY OTHER ROOMS VISITING CONSULTATION),
169-332,169,VISITING CONSULTANT FEE, DR.RAJEEV GARG(GENERAL WARD VISITING CONSULTATION),
169-333,169,VISITING CONSULTANT FEE,DR.RAJEEV GARG(ALL ICUS VISITING CONSULTATION),
169-334,169,VISITING CONSULTANT FEE,DR.RAJEEV GARG(SINGLE ROOM VISITING CONSULTATION),
169-335,169,VISITING CONSULTANT FEE,DR.LAXMAN BELLAMKONDA(GENERAL WARD VISITING CONSULTATION),
169-336,169,VISITING CONSULTANT FEE,DR.LAXMAN BELLAMKONDA(SINGLE ROOM VISITING CONSULTATION),
169-337,169,VISITING CONSULTANT FEE,DR.LAXMAN BELLAMKONDA(ALL ICUS VISITING CONSULTATION),
169-338,169,VISITING CONSULTANT FEE,DR.KALYAN CHAKRAVARTHY  N(GENERAL WARD VISITING CONSULTATION),
169-339,169,VISITING CONSULTANT FEE,DR.KALYAN CHAKRAVARTHY  N(SINGLE ROOM VISITING CONSULTATION),
169-340,169,VISITING CONSULTANT FEE,DR.KALYAN CHAKRAVARTHY  N(ALL ICUS VISITING CONSULTATION),
169-341,169,VISITING CONSULTANT FEE,DR.JYOTHSNA.B(GENERAL WARD VISITING CONSULTATION),
169-342,169,VISITING CONSULTANT FEE,DR.JYOTHSNA.B(SINGLE ROOM VISITING CONSULTATION),
169-343,169,VISITING CONSULTANT FEE,DR.JYOTHSNA.B(ALL ICUS VISITING CONSULTATION),
169-344,169,VISITING CONSULTANT FEE,DR.MUKHESH RAO(GENERAL WARD VISITING CONSULTATION),
169-345,169,VISITING CONSULTANT FEE,DR.MUKHESH RAO(SINGLE ROOM VISITING CONSULTATION) ,
169-346,169,VISITING CONSULTANT FEE,DR.MUKHESH RAO(ALL ICUS VISITING CONSULTATION) ,
169-347,169,VISITING CONSULTANT FEE,DR.RAVISANKAR REDDY.N (GENERALWARD VISITING CONSULTATION),
169-348,169,VISITING CONSULTANT FEE,DR.RAVISANKAR REDDY.N (ALL ICUS VISITING CONSULTATION),
169-349,169,VISITING CONSULTANT FEE,DR.RAVISANKAR REDDY.N (SINGLE ROOM VISITING CONSULTATION),
169-350,169,VISITING CONSULTANT FEE,DR.SURESH REDDYCHALLAMALLA(GENERAL WARD VISITING CONSULTATION),
169-351,169,VISITING CONSULTANT FEE,DR.SURESH REDDYCHALLAMALLA(SINGLE ROOM  VISITING CONSULTATION),
169-352,169,VISITING CONSULTANT FEE,DR.SURESH REDDYCHALLAMALLA(ALL ICUS VISITING CONSULTATION),
169-353,169,VISITING CONSULTANT FEE,DR.SRIDHAR .G / DR SANDEEP REDDY .Y(GENERAL WARD VISITING CONSULTATION),
169-354,169,VISITING CONSULTANT FEE,DR.SRIDHAR .G / DR SANDEEP REDDY .Y(SINGLE ROOM VISITING CONSULTATION),
169-355,169,VISITING CONSULTANT FEE,DR.SRIDHAR .G / DR SANDEEP REDDY .Y(ALL ICUS VISITING CONSULTATION),
169-356,169,VISITING CONSULTANT FEE,DR.MALLINDRA SWAMY(GENERAL WARD VISITING CONSULTATION),
169-357,169,VISITING CONSULTANT FEE,DR.MALLINDRA SWAMY(SINGLE ROOM VISITING CONSULTATION),
169-358,169,VISITING CONSULTANT FEE,DR.MALLINDRA SWAMY(ALL ICUS  VISITING CONSULTATION),
169-359,169,VISITING CONSULTANT FEE,DR.RAJEEV TREHAN(GENERAL WARD VISITING CONSULTATION),
169-360,169,VISITING CONSULTANT FEE,DR.RAJEEV TREHAN(SINGLE ROOM VISITING CONSULTATION),
169-361,169,VISITING CONSULTANT FEE,DR.RAJEEV TREHAN(ALL ICUS VISITING CONSULTATION),
169-362,169,VISITING CONSULTANT FEE,DR.RAHUL KODURI(GENERAL WARD VISITING CONSULTATION),
169-363,169,VISITING CONSULTANT FEE,DR.RAHUL KODURI(SINGLE ROOM VISITING CONSULTATION),
169-364,169,VISITING CONSULTANT FEE,DR.RAHUL KODURI(ALL ICUS VISITING CONSULTATION),
169-365,169,VISITING CONSULTANT FEE,DR.BHEEM SANGARS(GENERAL WARD VISITING CONSULTATION),
169-366,169,VISITING CONSULTANT FEE,DR.BHEEM SANGARS(SINGLE ROOM VISITING CONSULTATION),
169-367,169,VISITING CONSULTANT FEE,DR.BHEEM SANGARS(ALL ICUS VISITING CONSULTATION),
169-368,169,VISITING CONSULTANT FEE,DR.GAURI SHANKARJ(GENERAL WARD VISITING CONSULTATION),
169-369,169,VISITING CONSULTANT FEE,DR.GAURI SHANKARJ(SINGLE ROOM VISITING CONSULTATION),
169-370,169,VISITING CONSULTANT FEE,DR.GAURI SHANKARJ(ALL ICUS VISITING CONSULTATION),
169-371,169,VISITING CONSULTANT FEE,DR.PRADEEP PANIGRAHI (SURGEON LT. CDR)(GENERAL WARD VISITING CONSULTATION),
169-372,169,VISITING CONSULTANT FEE,DR.PRADEEP PANIGRAHI (SURGEON LT. CDR)(SINGLE ROOM VISITING CONSULTATION),
169-373,169,VISITING CONSULTANT FEE,DR.PRADEEP PANIGRAHI (SURGEON LT. CDR)(ALL ICUS  VISITING CONSULTATION),
169-374,169,VISITING CONSULTANT FEE,DR.VENKATA SRINIVAS G(GENERAL WARD VISITING CONSULTATION),
169-375,169,VISITING CONSULTANT FEE,DR.VENKATA SRINIVAS G(SINGLE ROOM VISITING CONSULTATION),
169-376,169,VISITING CONSULTANT FEE,DR.VENKATA SRINIVAS G(ALL ICUS VISITING CONSULTATION),
169-377,169,VISITING CONSULTANT FEE,DR.T.S.CHANDRASEKAR(GENERAL WARD VISITING CONSULTATION),
169-378,169,VISITING CONSULTANT FEE,DR.T.S.CHANDRASEKAR(SINGLE ROOM VISITING CONSULTATION),
169-379,169,VISITING CONSULTANT FEE,DR.T.S.CHANDRASEKAR(ALL ICUS VISITING CONSULTATION),
169-380,169,VISITING CONSULTANT FEE,DR. AHMER ALI KHAN(GENERAL WARD VISITING CONSULTATION),
169-381,169,VISITING CONSULTANT FEE,DR. AHMER ALI KHAN(SINGLE ROOM VISITING CONSULTATION),
169-382,169,VISITING CONSULTANT FEE,DR. AHMER ALI KHAN(ALL ICUS VISITING CONSULTATION),
169-383,169,VISITING CONSULTANT FEE,DR.VENKATA RAMANA.B(GENERAL WARD VISITING CONSULTATION),
169-384,169,VISITING CONSULTANT FEE,DR.VENKATA RAMANA.B(SINGLE ROOM VISITING CONSULTATION),
169-385,169,VISITING CONSULTANT FEE,DR.VENKATA RAMANA.B(ALL ICUS VISITING CONSULTATION),
169-386,169,VISITING CONSULTANT FEE,DR.ANIL KUMARN(GENERAL WARD VISITING CONSULTATION),
169-387,169,VISITING CONSULTANT FEE,DR.ANIL KUMARN(SINGLE ROOM VISITING CONSULTATION),
169-388,169,VISITING CONSULTANT FEE,DR.ANIL KUMARN(ALL ICUS VISITING CONSULTATION),
169-389,169,VISITING CONSULTANT FEE,DR.SIVA KUMAR REDDY.Y.K(GENERAL WARD VISITING CONSULTATION),
169-390,169,VISITING CONSULTANT FEE,DR.SIVA KUMAR REDDY.Y.K(SINGLE ROOM VISITING CONSULTATION),
169-391,169,VISITING CONSULTANT FEE,DR.SIVA KUMAR REDDY.Y.K(ALL ICUS VISITING CONSULTATION),
169-392,169,VISITING CONSULTANT FEE,DR.SRINIVASA CHARY A(GENERAL WARD VISITING CONSULTATION),
169-393,169,VISITING CONSULTANT FEE,DR.SRINIVASA CHARY A(SINGLE ROOM VISITING CONSULTATION),
169-394,169,VISITING CONSULTANT FEE,DR.SRINIVASA CHARY A(ALL ICUS VISITING CONSULTATION),
169-395,169,VISITING CONSULTANT FEE,DR.PRAVEEN ANKATHI(GENERAL WARD VISITING CONSULTATION) ,
169-396,169,VISITING CONSULTANT FEE,DR.PRAVEEN ANKATHI(SINGLE ROOM VISITING CONSULTATION) ,
169-397,169,VISITING CONSULTANT FEE,DR.PRAVEEN ANKATHI(ALL ICUS VISITING CONSULTATION) ,
169-398,169,VISITING CONSULTANT FEE,DR.ARCHANA DINESH BIDLA(GENERAL WARD VISITING CONSULTATION),
169-399,169,VISITING CONSULTANT FEE,DR.ARCHANA DINESH BIDLA(SINGLE ROOM VISITING CONSULTATION),
169-400,169,VISITING CONSULTANT FEE,DR.ARCHANA DINESH BIDLA(ALL ICUS VISITING CONSULTATION),
169-401,169,VISITING CONSULTANT FEE,DR.PRAVEEN KUMAR.B.Y(GENERAL WARD VISITING CONSULTATION),
169-402,169,VISITING CONSULTANT FEE,DR.PRAVEEN KUMAR.B.Y(SINGLE ROOM VISITING CONSULTATION),
169-403,169,VISITING CONSULTANT FEE,DR.PRAVEEN KUMAR.B.Y(ALL ICUS VISITING CONSULTATION),
169-404,169,VISITING CONSULTANT FEE,DR.C.P.REDDY(GENERAL WARD VISITING CONSULTATION),
169-405,169,VISITING CONSULTANT FEE,DR.C.P.REDDY(SINGLE ROOM VISITING CONSULTATION),
169-406,169,VISITING CONSULTANT FEE,DR.C.P.REDDY(ALL ICUS VISITING CONSULTATION),
169-407,169,VISITING CONSULTANT FEE,DR.ABHINANDAN DUTT(GENERAL WARD VISITING CONSULTATION),
169-408,169,VISITING CONSULTANT FEE,DR.ABHINANDAN DUTT(SINGLE ROOM VISITING CONSULTATION),
169-409,169,VISITING CONSULTANT FEE,DR.ABHINANDAN DUTT(ALL ICUS VISITING CONSULTATION),
169-410,169,VISITING CONSULTANT FEE,DR.K.SUDERSHAN RAO(GENERAL WARD VISITING CONSULTATION),
169-411,169,VISITING CONSULTANT FEE,DR.K.SUDERSHAN RAO(SINGLE ROOM VISITING CONSULTATION),
169-412,169,VISITING CONSULTANT FEE,DR.K.SUDERSHAN RAO(ALL ICUS VISITING CONSULTATION),
169-413,169,VISITING CONSULTANT FEE,DR.SYED IMRAN ALI(GENERAL WARD VISITING CONSULTATION),
169-414,169,VISITING CONSULTANT FEE,DR.SYED IMRAN ALI(SINGLE ROOM VISITING CONSULTATION),
169-415,169,VISITING CONSULTANT FEE,DR.SYED IMRAN ALI(ALL ICUS VISITING CONSULTATION),
169-416,169,VISITING CONSULTANT FEE,DR.RAJEEV GARG(DELUXE ROOM VISITING CONSULTATION),
169-417,169,VISITING CONSULTANT FEE,DR.LAXMAN BELLAMKONDA(DELUXE ROOM VISITING CONSULTATION),
169-418,169,VISITING CONSULTANT FEE,DR.KALYAN CHAKRAVARTHY  N(DELUXE ROOM VISITING CONSULTATION),
169-419,169,VISITING CONSULTANT FEE,DR.JYOTHSNA.B(DELUXE ROOM VISITING CONSULTATION),
169-420,169,VISITING CONSULTANT FEE,DR.MUKHESH RAO(DELUXE ROOM VISITING CONSULTATION) ,
169-421,169,VISITING CONSULTANT FEE,DR.RAVISANKAR REDDY.N (DELUXE ROOM VISITING CONSULTATION),
169-422,169,VISITING CONSULTANT FEE,DR.SURESH REDDYCHALLAMALLA(DELUXE ROOM VISITING CONSULTATION),
169-423,169,VISITING CONSULTANT FEE,DR.SRIDHAR .G / DR SANDEEP REDDY .Y(DELUXE ROOM VISITING CONSULTATION),
169-424,169,VISITING CONSULTANT FEE,DR.MALLINDRA SWAMY(DELUXE ROOM VISITING CONSULTATION),
169-425,169,VISITING CONSULTANT FEE,DR.RAJEEV TREHAN(DELUXE ROOM VISITING CONSULTATION),
169-426,169,VISITING CONSULTANT FEE,DR.RAHUL KODURI(DELUXE ROOM VISITING CONSULTATION),
169-427,169,VISITING CONSULTANT FEE,DR.BHEEM SANGARS(DELUXE ROOM VISITING CONSULTATION),
169-428,169,VISITING CONSULTANT FEE,DR.GAURI SHANKARJ(DELUXE ROOM VISITING CONSULTATION),
169-429,169,VISITING CONSULTANT FEE,DR.PRADEEP PANIGRAHI (SURGEON LT. CDR)(DELUXE ROOM VISITING CONSULTATION),
169-430,169,VISITING CONSULTANT FEE,DR.VENKATA SRINIVAS G(DELUXE ROOM VISITING CONSULTATION),
169-431,169,VISITING CONSULTANT FEE,DR.T.S.CHANDRASEKAR(DELUXE ROOM VISITING CONSULTATION),
169-432,169,VISITING CONSULTANT FEE,DR. AHMER ALI KHAN(DELUXE ROOM VISITING CONSULTATION),
169-433,169,VISITING CONSULTANT FEE,DR.VENKATA RAMANA.B(DELUXE ROOM VISITING CONSULTATION),
169-434,169,VISITING CONSULTANT FEE,DR.ANIL KUMARN(DELUXE ROOM VISITING CONSULTATION),
169-435,169,VISITING CONSULTANT FEE,DR.SIVA KUMAR REDDY.Y.K(DELUXE ROOM VISITING CONSULTATION),
169-436,169,VISITING CONSULTANT FEE,DR.SRINIVASA CHARY A(DELUXE ROOM VISITING CONSULTATION),
169-437,169,VISITING CONSULTANT FEE,DR.PRAVEEN ANKATHI(DELUXE ROOM VISITING CONSULTATION) ,
169-438,169,VISITING CONSULTANT FEE,DR.ARCHANA DINESH BIDLA(DELUXE ROOM VISITING CONSULTATION),
169-439,169,VISITING CONSULTANT FEE,DR.PRAVEEN KUMAR.B.Y(DELUXE ROOM VISITING CONSULTATION),
169-440,169,VISITING CONSULTANT FEE,DR.C.P.REDDY(DELUXE ROOM VISITING CONSULTATION),
169-441,169,VISITING CONSULTANT FEE,DR.ABHINANDAN DUTT(DELUXE ROOM VISITING CONSULTATION),
169-442,169,VISITING CONSULTANT FEE,DR.K.SUDERSHAN RAO(DELUXE ROOM VISITING CONSULTATION),
169-443,169,VISITING CONSULTANT FEE,DR.SYED IMRAN ALI(DELUXE ROOM VISITING CONSULTATION),
169-444,169,VISITING CONSULTANT FEE,DR.SUDHIR PRASAD(DELUXE ROOM VISITING CONSULTATION),
169-445,169,VISITING CONSULTANT FEE,DR.SRIRANG ABKARI(DELUXE ROOM VISITING CONSULTATION),
169-446,169,VISITING CONSULTANT FEE,DR.SRIRANG ABKARI(TWIN SHARING WARD VISITING CONSULTATION),
169-447,169,VISITING CONSULTANT FEE,DR.SUDHIR PRASAD(TWIN SHARING WARD VISITING CONSULTATION),
169-448,169,VISITING CONSULTANT FEE,DR.SYED IMRAN ALI(TWIN SHARING WARD VISITING CONSULTATION),
169-449,169,VISITING CONSULTANT FEE,DR.K.SUDERSHAN RAO(TWIN SHARING WARD VISITING CONSULTATION),
169-450,169,VISITING CONSULTANT FEE,DR.ABHINANDAN DUTT(TWIN SHARING WARD VISITING CONSULTATION),
169-451,169,VISITING CONSULTANT FEE,DR.C.P.REDDY(TWIN SHARING WARD VISITING CONSULTATION),
169-452,169,VISITING CONSULTANT FEE,DR.PRAVEEN KUMAR.B.Y(TWIN SHARING WARD VISITING CONSULTATION),
169-453,169,VISITING CONSULTANT FEE,DR.ARCHANA DINESH BIDLA(TWIN SHARING WARD VISITING CONSULTATION),
169-454,169,VISITING CONSULTANT FEE,DR.PRAVEEN ANKATHI(TWIN SHARING WARD VISITING CONSULTATION) ,
169-455,169,VISITING CONSULTANT FEE,DR.SRINIVASA CHARY A(TWIN SHARING WARD VISITING CONSULTATION),
169-456,169,VISITING CONSULTANT FEE,DR.SIVA KUMAR REDDY.Y.K(TWIN SHARING WARD VISITING CONSULTATION),
169-457,169,VISITING CONSULTANT FEE,DR.ANIL KUMARN(TWIN SHARING WARD VISITING CONSULTATION),
169-458,169,VISITING CONSULTANT FEE,DR.VENKATA RAMANA.B(TWIN SHARING WARD VISITING CONSULTATION),
169-459,169,VISITING CONSULTANT FEE,DR. AHMER ALI KHAN(TWIN SHARING WARD VISITING CONSULTATION),
169-460,169,VISITING CONSULTANT FEE,DR.T.S.CHANDRASEKAR(TWIN SHARING WARD VISITING CONSULTATION),
169-461,169,VISITING CONSULTANT FEE,DR.VENKATA SRINIVAS G(TWIN SHARING WARD VISITING CONSULTATION),
169-462,169,VISITING CONSULTANT FEE,DR.PRADEEP PANIGRAHI (SURGEON LT. CDR)(TWIN SHARING WARD VISITING CONSULTATION),
169-463,169,VISITING CONSULTANT FEE,DR.GAURI SHANKARJ(TWIN SHARING WARD VISITING CONSULTATION),
169-464,169,VISITING CONSULTANT FEE,DR.BHEEM SANGARS(TWIN SHARING WARD VISITING CONSULTATION),
169-465,169,VISITING CONSULTANT FEE,DR.RAHUL KODURI(TWIN SHARING WARD VISITING CONSULTATION),
169-466,169,VISITING CONSULTANT FEE,DR.RAJEEV TREHAN(TWIN SHARING WARD VISITING CONSULTATION),
169-467,169,VISITING CONSULTANT FEE,DR.MALLINDRA SWAMY(TWIN SHARING WARD VISITING CONSULTATION),
169-468,169,VISITING CONSULTANT FEE,DR.SRIDHAR .G / DR SANDEEP REDDY .Y(TWIN SHARING WARD VISITING CONSULTATION),
169-469,169,VISITING CONSULTANT FEE,DR.SURESH REDDYCHALLAMALLA(TWIN SHARING WARD VISITING CONSULTATION),
169-470,169,VISITING CONSULTANT FEE,DR.RAVISANKAR REDDY.N (TWIN SHARING WARD VISITING CONSULTATION),
169-471,169,VISITING CONSULTANT FEE,DR.MUKHESH RAO(TWIN SHARING WARD VISITING CONSULTATION) ,
169-472,169,VISITING CONSULTANT FEE,DR.JYOTHSNA.B(TWIN SHARING WARD VISITING CONSULTATION),
169-473,169,VISITING CONSULTANT FEE,DR.KALYAN CHAKRAVARTHY  N(TWIN SHARING WARD VISITING CONSULTATION),
169-474,169,VISITING CONSULTANT FEE,DR.LAXMAN BELLAMKONDA(TWIN SHARING WARD VISITING CONSULTATION),
169-475,169,VISITING CONSULTANT FEE,DR.RAJEEV GARG(TWIN SHARING WARD VISITING CONSULTATION),
169-476,169,VISITING CONSULTANT FEE,DR.SRIRANG ABKARI(TRIPLE SHARING WARD VISITING CONSULTATION),
169-477,169,VISITING CONSULTANT FEE,DR.SUDHIR PRASAD(TRIPLE SHARING WARD VISITING CONSULTATION),
169-478,169,VISITING CONSULTANT FEE,DR.SYED IMRAN ALI(TRIPLE SHARING WARD VISITING CONSULTATION),
169-479,169,VISITING CONSULTANT FEE,DR.K.SUDERSHAN RAO(TRIPLE SHARING WARD VISITING CONSULTATION),
169-480,169,VISITING CONSULTANT FEE,DR.ABHINANDAN DUTT(TRIPLE SHARING WARD VISITING CONSULTATION),
169-481,169,VISITING CONSULTANT FEE,DR.C.P.REDDY(TRIPLE SHARING WARD VISITING CONSULTATION),
169-482,169,VISITING CONSULTANT FEE,DR.PRAVEEN KUMAR.B.Y(TRIPLE SHARING WARD VISITING CONSULTATION),
169-483,169,VISITING CONSULTANT FEE,DR.ARCHANA DINESH BIDLA(TRIPLE SHARING WARD VISITING CONSULTATION),
169-484,169,VISITING CONSULTANT FEE,DR.PRAVEEN ANKATHI(TRIPLE SHARING WARD VISITING CONSULTATION) ,
169-485,169,VISITING CONSULTANT FEE,DR.SRINIVASA CHARY A(TRIPLE SHARING WARD VISITING CONSULTATION),
169-486,169,VISITING CONSULTANT FEE,DR.SIVA KUMAR REDDY.Y.K(TRIPLE SHARING WARD VISITING CONSULTATION),
169-487,169,VISITING CONSULTANT FEE,DR.ANIL KUMARN(TRIPLE SHARING WARD VISITING CONSULTATION),
169-488,169,VISITING CONSULTANT FEE,DR.VENKATA RAMANA.B(TRIPLE SHARING WARD VISITING CONSULTATION),
169-489,169,VISITING CONSULTANT FEE,DR. AHMER ALI KHAN(TRIPLE SHARING WARD VISITING CONSULTATION),
169-490,169,VISITING CONSULTANT FEE,DR.T.S.CHANDRASEKAR(TRIPLE SHARING WARD VISITING CONSULTATION),
169-491,169,VISITING CONSULTANT FEE,DR.VENKATA SRINIVAS G(TRIPLE SHARING WARD VISITING CONSULTATION),
169-492,169,VISITING CONSULTANT FEE,DR.PRADEEP PANIGRAHI (SURGEON LT. CDR)(TRIPLE SHARING WARD VISITING CONSULTATION),
169-493,169,VISITING CONSULTANT FEE,DR.GAURI SHANKARJ(TRIPLE SHARING WARD VISITING CONSULTATION),
169-494,169,VISITING CONSULTANT FEE,DR.BHEEM SANGARS(TRIPLE SHARING WARD VISITING CONSULTATION),
169-495,169,VISITING CONSULTANT FEE,DR.RAHUL KODURI(TRIPLE SHARING WARD VISITING CONSULTATION),
169-496,169,VISITING CONSULTANT FEE,DR.RAJEEV TREHAN(TRIPLE SHARING WARD VISITING CONSULTATION),
169-497,169,VISITING CONSULTANT FEE,DR.MALLINDRA SWAMY(TRIPLE SHARING WARD VISITING CONSULTATION),
169-498,169,VISITING CONSULTANT FEE,DR.SRIDHAR .G / DR SANDEEP REDDY .Y(TRIPLE SHARING WARD VISITING CONSULTATION),
169-499,169,VISITING CONSULTANT FEE,DR.SURESH REDDYCHALLAMALLA(TRIPLE SHARING WARD VISITING CONSULTATION),
169-500,169,VISITING CONSULTANT FEE,DR.RAVISANKAR REDDY.N (TRIPLE SHARING WARD VISITING CONSULTATION),
169-501,169,VISITING CONSULTANT FEE,DR.MUKHESH RAO(TRIPLE SHARING WARD VISITING CONSULTATION) ,
169-502,169,VISITING CONSULTANT FEE,DR.JYOTHSNA.B(TRIPLE SHARING WARD VISITING CONSULTATION),
169-503,169,VISITING CONSULTANT FEE,DR.KALYAN CHAKRAVARTHY  N(TRIPLE SHARING WARD VISITING CONSULTATION),
169-504,169,VISITING CONSULTANT FEE,DR.LAXMAN BELLAMKONDA(TRIPLE SHARING WARD VISITING CONSULTATION),
169-505,169,VISITING CONSULTANT FEE,DR.RAJEEV GARG(TRIPLE SHARING WARD VISITING CONSULTATION),
169-506,169,VISITING CONSULTANT FEE,DR.VIVEKANANDA REDDYN(SINGLE ROOM VISITING CONSULTATION),
169-507,169,VISITING CONSULTANT FEE,DR.VIVEKANANDA REDDYN(TWIN SHARING WARD VISITING CONSULTATION),
169-508,169,VISITING CONSULTANT FEE,DR.VIVEKANANDA REDDYN(TRIPLE SHARING WARD VISITING CONSULTATION),
169-509,169,VISITING CONSULTANT FEE,DR.RAJENDRAV(SINGLE ROOM VISITING CONSULTATION),
169-510,169,VISITING CONSULTANT FEE,DR.RAJENDRAV(TWIN SHARING WARD VISITING CONSULTATION),
169-511,169,VISITING CONSULTANT FEE,DR.RAJENDRAV(TRIPLE SHARING WARD VISITING CONSULTATION),
